method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score
TF-IDF correlation,1,Il Divo,Esisti Dentro Me,classical,Paul Potts,Ognuno Soffre,classical,0.8255298921070695
TF-IDF correlation,2,Il Divo,Esisti Dentro Me,classical,Vittorio Grigolo,Se Tu Non Sei Lei,classical,0.7758893902556567
TF-IDF correlation,3,Il Divo,Esisti Dentro Me,classical,Il Divo,Ave Maria,classical,0.7530123219241067
TF-IDF correlation,1,Il Divo,Everytime I Look At You,classical,Snog,Playstation Blues,electronic,0.370395081281638
TF-IDF correlation,2,Il Divo,Everytime I Look At You,classical,Agnostic Front,Blinded,metal,0.29936230026162236
TF-IDF correlation,3,Il Divo,Everytime I Look At You,classical,Delta Goodrem,My Big Mistake,pop,0.29501463922919313
TF-IDF correlation,1,Il Divo,Feelings,classical,Bluvertigo,Niente Per Scontato,electronic,0.7035648263536837
TF-IDF correlation,2,Il Divo,Feelings,classical,Andrea Bocelli,Semplicemente (Canto Per Te),classical,0.6823031496546333
TF-IDF correlation,3,Il Divo,Feelings,classical,Caparezza,L'Età Dei Figuranti,hip hop,0.6761532304194444
TF-IDF correlation,1,Il Divo,Hallelujah (Aleluya),classical,Grupo Niche,Buenaventura Y Caney,latin,0.7004885905311659
TF-IDF correlation,2,Il Divo,Hallelujah (Aleluya),classical,Love Of Lesbian,El ectoplasta,pop,0.6282803405602168
TF-IDF correlation,3,Il Divo,Hallelujah (Aleluya),classical,Jerry Rivera,Amores Como El Nuestro,latin,0.6255609121426173
TF-IDF correlation,1,Il Divo,Hasta Mi Final,classical,KALIMBA,Llorar duele mas,latin,0.6386382104809548
TF-IDF correlation,2,Il Divo,Hasta Mi Final,classical,Joe Arroyo,Tal Para Cual,latin,0.6324230627135433
TF-IDF correlation,3,Il Divo,Hasta Mi Final,classical,Café Quijano,Vete De Mi,latin,0.6037820742926171
TF-IDF correlation,1,Taylor Swift,Crazier,country,Plan B,Love Goes Down,r&b/soul,0.2836092769703736
TF-IDF correlation,2,Taylor Swift,Crazier,country,Clint Black,You Made Me Feel,country,0.2690865503440357
TF-IDF correlation,3,Taylor Swift,Crazier,country,Midtown,Manhattan,rock,0.25890467890329855
TF-IDF correlation,1,Taylor Swift,Fifteen,country,Fantasia,Bump What Your Friends Say,r&b/soul,0.2192096686243535
TF-IDF correlation,2,Taylor Swift,Fifteen,country,Harry Connick_ Jr.,Someday,jazz,0.2184994149538427
TF-IDF correlation,3,Taylor Swift,Fifteen,country,Me First And The Gimme Gimmes,Rainbow Connection,punk,0.21760954189029066
TF-IDF correlation,1,Taylor Swift,Change,country,Ayreon,Prologue,metal,0.2600682462285661
TF-IDF correlation,2,Taylor Swift,Change,country,Steel Pulse,Handsworth Revolution,reggae,0.24445260402839072
TF-IDF correlation,3,Taylor Swift,Change,country,The Cat Empire,Days Like These,reggae,0.23584141318102683
TF-IDF correlation,1,Toby Keith,You Can't Read My Mind,country,Mutya Buena,Not Your Baby,pop,0.28279822492703305
TF-IDF correlation,2,Toby Keith,You Can't Read My Mind,country,B.B. King,All Over Again,blues,0.27462062204958987
TF-IDF correlation,3,Toby Keith,You Can't Read My Mind,country,Colbie Caillat,Midnight Bottle,pop,0.2700003671715564
TF-IDF correlation,1,Johnny Cash,Man In White,country,The Psychedelic Furs,Flowers,rock,0.27408341493413124
TF-IDF correlation,2,Johnny Cash,Man In White,country,Hank Williams,I Saw the Light,country,0.26309966191677053
TF-IDF correlation,3,Johnny Cash,Man In White,country,Brooks & Dunn,Born And Raised In Black And White,country,0.2577054075165247
TF-IDF correlation,1,Rascal Flatts,Holes,country,Violet Indiana,Safe Word,electronic,0.2656209487959617
TF-IDF correlation,2,Rascal Flatts,Holes,country,Ulver,The Truth,electronic,0.25248397467723227
TF-IDF correlation,3,Rascal Flatts,Holes,country,Nick Lowe,Indian Queens,country,0.23071925915301733
TF-IDF correlation,1,Sugarland,Baby Girl,country,Barry White,Never Gonna Give You Up,r&b/soul,0.2802916056159032
TF-IDF correlation,2,Sugarland,Baby Girl,country,Dusty Springfield,Send It To Me,r&b/soul,0.27856401792344015
TF-IDF correlation,3,Sugarland,Baby Girl,country,Lonestar,Please Come Home For Christmas,rock,0.2766257968904476
TF-IDF correlation,1,Billy Currington,Growin' Up Down There,country,Confederate Railroad,Summer In Dixie (Remastered Album Version),country,0.2500750805371272
TF-IDF correlation,2,Billy Currington,Growin' Up Down There,country,Julie Ruin,Aerobicide,punk,0.2483029296488394
TF-IDF correlation,3,Billy Currington,Growin' Up Down There,country,Alexandra Burke,Dumb,r&b/soul,0.24525504196565545
TF-IDF correlation,1,Billy Currington,Hangin' Around,country,Blacklisted,Wish,metal,0.31109031783512986
TF-IDF correlation,2,Billy Currington,Hangin' Around,country,The Coral,I Forgot My Name,jazz,0.30112014288938377
TF-IDF correlation,3,Billy Currington,Hangin' Around,country,Incognito,Chase The Clouds Away,jazz,0.28150779672753945
TF-IDF correlation,1,Billy Currington,Here I Am,country,Remy Shand,Looking Back On Vanity,r&b/soul,0.29871400862775727
TF-IDF correlation,2,Billy Currington,Here I Am,country,Jackson 5,Lookin' Through The Windows,r&b/soul,0.25952408747983235
TF-IDF correlation,3,Billy Currington,Here I Am,country,Houston,Twizala,r&b/soul,0.25115875282796807
TF-IDF correlation,1,Billy Currington,She's Got A Way With Me,country,Clint Black,Half The Man,country,0.4195525280913409
TF-IDF correlation,2,Billy Currington,She's Got A Way With Me,country,Barry White,Never Gonna Give You Up,r&b/soul,0.33494261855302154
TF-IDF correlation,3,Billy Currington,She's Got A Way With Me,country,Teenage Bottlerocket,She's Not the One,punk,0.31370419047451215
TF-IDF correlation,1,Billy Currington,That's How Country Boys Roll,country,Lyle Lovett,North Dakota,country,0.2639353566251549
TF-IDF correlation,2,Billy Currington,That's How Country Boys Roll,country,Alabama,Roll On (Eighteen Wheeler),country,0.25958334769882635
TF-IDF correlation,3,Billy Currington,That's How Country Boys Roll,country,Nivea,Indian Dance,r&b/soul,0.2569303855056046
TF-IDF correlation,1,Billy Currington,Where The Girls Are,country,Cyndi Lauper,Girls Just Want To Have Fun,pop,0.30629013599855687
TF-IDF correlation,2,Billy Currington,Where The Girls Are,country,Greg Laswell,Girls Just Want To Have Fun (Demo),folk,0.2972209353593576
TF-IDF correlation,3,Billy Currington,Where The Girls Are,country,Jamie Cullum,Music Is Through,jazz,0.2336039077627345
TF-IDF correlation,1,Johnny Cash,Daddy Sang Bass,country,Cross Canadian Ragweed,Lawrence,country,0.36832898054935415
TF-IDF correlation,2,Johnny Cash,Daddy Sang Bass,country,Merle Haggard,Daddy Frank,country,0.32863680917121596
TF-IDF correlation,3,Johnny Cash,Daddy Sang Bass,country,Lefty Frizzell,Mom And Dad's Waltz,country,0.3179729808477436
TF-IDF correlation,1,Johnny Cash,I Don't Know Where I'm Bound,country,Soulfly,One Nation (Album Version),metal,0.24374101529176773
TF-IDF correlation,2,Johnny Cash,I Don't Know Where I'm Bound,country,Darden Smith,Swept Away,country,0.24029238483189197
TF-IDF correlation,3,Johnny Cash,I Don't Know Where I'm Bound,country,Louis Logic,Dos Factotum,jazz,0.2388981630661634
TF-IDF correlation,1,Johnny Cash,I Was There When It Happened,country,Nothingface,Villains (Full-Length),metal,0.3049601661320167
TF-IDF correlation,2,Johnny Cash,I Was There When It Happened,country,Iron Maiden,Lord Of The Flies (Live In Dortmund),metal,0.250544049943766
TF-IDF correlation,3,Johnny Cash,I Was There When It Happened,country,Ginuwine,Ginuwine 4 ur Mind,hip hop,0.24121618498823919
TF-IDF correlation,1,Johnny Cash,The Big Battle,country,Esham,Killin' Spree,hip hop,0.2530320009111354
TF-IDF correlation,2,Johnny Cash,The Big Battle,country,Bellamy Brothers,Livin In The West,country,0.2435416020944449
TF-IDF correlation,3,Johnny Cash,The Big Battle,country,Jolie Holland,Mexico City,folk,0.2335148646037709
TF-IDF correlation,1,Johnny Cash,A Thing Called Love,country,Billy Currington,She's Got A Way With Me,country,0.2965996472700094
TF-IDF correlation,2,Johnny Cash,A Thing Called Love,country,David Bowie,Baal's Hymn,classical,0.25853065656656804
TF-IDF correlation,3,Johnny Cash,A Thing Called Love,country,Erasure,Intro: Guess I'm Into Feeling,pop,0.25283902613076686
TF-IDF correlation,1,Johnny Cash,You Dreamer You,country,Joe Bonamassa,Asking Around For You,blues,0.3674160664648924
TF-IDF correlation,2,Johnny Cash,You Dreamer You,country,Brooks & Dunn,You're My Angel,country,0.30290745485270737
TF-IDF correlation,3,Johnny Cash,You Dreamer You,country,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,0.29768649734226327
TF-IDF correlation,1,Johnny Cash,I Walk The Line,country,Tony Bennett,Close Your Eyes,jazz,0.28580561440689406
TF-IDF correlation,2,Johnny Cash,I Walk The Line,country,Demi Lovato,Until You're Mine,pop,0.26761398045132756
TF-IDF correlation,3,Johnny Cash,I Walk The Line,country,Big Bad Voodoo Daddy,Still In Love With You,jazz,0.2652379893639551
TF-IDF correlation,1,Johnny Cash,Life's Railway To Heaven,country,Disgorge,Parallels Of Infinite Torture,metal,0.31148778946712197
TF-IDF correlation,2,Johnny Cash,Life's Railway To Heaven,country,Flipsyde,Angel,hip hop,0.2844207996772424
TF-IDF correlation,3,Johnny Cash,Life's Railway To Heaven,country,Scapegoat,Monster,punk,0.25575277886004
TF-IDF correlation,1,Darius Rucker,If I Had Wings,country,Jazzamor,fly,electronic,0.29930226932792575
TF-IDF correlation,2,Darius Rucker,If I Had Wings,country,Percy Sledge,My Special Prayer,r&b/soul,0.27454113894901416
TF-IDF correlation,3,Darius Rucker,If I Had Wings,country,Newcleus,Why,electronic,0.2561932697739858
TF-IDF correlation,1,Luke Bryan,Pray About Everything,country,Curtis Mayfield,Don't Worry (ReMastered),r&b/soul,0.31900778216674514
TF-IDF correlation,2,Luke Bryan,Pray About Everything,country,Carolyn Dawn Johnson,One Day Closer to You,country,0.2968891355024388
TF-IDF correlation,3,Luke Bryan,Pray About Everything,country,RJD2,Work It Out,electronic,0.2846460959265052
TF-IDF correlation,1,Keith Urban,Your Everything,country,Paul Potts,La Prima Volta (First Time Ever I Saw Your Face),classical,0.3251995536775305
TF-IDF correlation,2,Keith Urban,Your Everything,country,Maximilian Hecker,Snow,classical,0.27319263809852906
TF-IDF correlation,3,Keith Urban,Your Everything,country,HorrorPops,Trapped,punk,0.25371094934900157
TF-IDF correlation,1,Toby Keith,A Little Too Late,country,Little Walter,Too Late,blues,0.3766915179015486
TF-IDF correlation,2,Toby Keith,A Little Too Late,country,The Quireboys,Misled,rock,0.28566318795579587
TF-IDF correlation,3,Toby Keith,A Little Too Late,country,SOJA,Here I Am,reggae,0.2752042957000588
TF-IDF correlation,1,Toby Keith,Who's Your Daddy?,country,Chuck Jackson,(You Can't Let The Boy Overpower) The Man In You,r&b/soul,0.2825442576693212
TF-IDF correlation,2,Toby Keith,Who's Your Daddy?,country,T-Bone Walker,Evening,blues,0.2777656038392345
TF-IDF correlation,3,Toby Keith,Who's Your Daddy?,country,Keri Noble,Piece Of My Heart,jazz,0.26217461987500174
TF-IDF correlation,1,Toby Keith,A Woman's Touch,country,Gentleman,Empress,reggae,0.28884312897835024
TF-IDF correlation,2,Toby Keith,A Woman's Touch,country,Nine Inch Nails,The Great Collapse,electronic,0.28444412099016353
TF-IDF correlation,3,Toby Keith,A Woman's Touch,country,Etta James,W.O.M.A.N.,blues,0.28376422986277205
TF-IDF correlation,1,Toby Keith,Big Ol' Truck,country,Joe Bonamassa,One of these Days,blues,0.2656254582370573
TF-IDF correlation,2,Toby Keith,Big Ol' Truck,country,Lil' Chris,Figure It Out,punk,0.2548549551691654
TF-IDF correlation,3,Toby Keith,Big Ol' Truck,country,Bo Diddley,Diddy Wah Diddy,blues,0.2515464049600409
TF-IDF correlation,1,Toby Keith,Blue Bedroom,country,Nina Simone,After You've Gone (live),jazz,0.2929847659759326
TF-IDF correlation,2,Toby Keith,Blue Bedroom,country,Roy Orbison,California Blue,rock,0.2843339934302091
TF-IDF correlation,3,Toby Keith,Blue Bedroom,country,Jodeci,My Phone,jazz,0.2840622630710129
TF-IDF correlation,1,Toby Keith,It's All Good,country,Ledisi,Alright,r&b/soul,0.3022532105585475
TF-IDF correlation,2,Toby Keith,It's All Good,country,Yellowcard,Believe,punk,0.2684265892315366
TF-IDF correlation,3,Toby Keith,It's All Good,country,The Derek Trucks Band,Revolution,blues,0.26150099557810486
TF-IDF correlation,1,Toby Keith,Sweet,country,Mobb Deep,Live Foul,hip hop,0.26455144623427784
TF-IDF correlation,2,Toby Keith,Sweet,country,Beastie Boys,Futterman's Rule (2009 Digital Remaster),r&b/soul,0.25850907185594557
TF-IDF correlation,3,Toby Keith,Sweet,country,Bone Thugs-N-Harmony,9mm,hip hop,0.2580517722691411
TF-IDF correlation,1,Toby Keith,You Shouldn't Kiss Me Like This,country,Paris Hilton,Not Leaving Without You (Album Version),pop,0.2903854874082522
TF-IDF correlation,2,Toby Keith,You Shouldn't Kiss Me Like This,country,New Found Glory,Kiss Me,punk,0.28705180557757043
TF-IDF correlation,3,Toby Keith,You Shouldn't Kiss Me Like This,country,Louise,One Kiss From Heaven,r&b/soul,0.2848880039142426
TF-IDF correlation,1,Sara Evans,A Real Fine Place To Start,country,Duran Duran,Electric Barbarella (Radio Edit),electronic,0.2746420167126087
TF-IDF correlation,2,Sara Evans,A Real Fine Place To Start,country,Little Walter,You're So Fine,blues,0.27024532795090994
TF-IDF correlation,3,Sara Evans,A Real Fine Place To Start,country,Shai,Waiting For The Day,r&b/soul,0.2566807444085898
TF-IDF correlation,1,Kenny Rogers,Endless love,country,Hayley Westenra,My Heart Belongs To You,classical,0.3275334204851979
TF-IDF correlation,2,Kenny Rogers,Endless love,country,Dottie West,Forever Yours,country,0.3263793912178993
TF-IDF correlation,3,Kenny Rogers,Endless love,country,Dru Hill,Share My World,r&b/soul,0.3191941186226701
TF-IDF correlation,1,Blake Shelton,Love Gets In The Way (Album Version),country,Bo Diddley,Diddy Wah Diddy,blues,0.326808505077418
TF-IDF correlation,2,Blake Shelton,Love Gets In The Way (Album Version),country,Blink-182,TV,punk,0.25837345771792186
TF-IDF correlation,3,Blake Shelton,Love Gets In The Way (Album Version),country,Wade Hayes,I'm Still Dancin' With You,country,0.24764435265168144
TF-IDF correlation,1,George Strait,I'd Like To Have That One Back,country,Jesse Johnson,I Want My Girl,r&b/soul,0.3332208894050505
TF-IDF correlation,2,George Strait,I'd Like To Have That One Back,country,Willie Nelson,I Feel Sorry For Him,country,0.30950214853110064
TF-IDF correlation,3,George Strait,I'd Like To Have That One Back,country,Emanon,She Thinks,hip hop,0.3037947979813138
TF-IDF correlation,1,George Strait,Marina Del Rey,country,Gerry Rafferty,The Royal Mile,folk,0.24221936243872813
TF-IDF correlation,2,George Strait,Marina Del Rey,country,Mark Wills,She's In Love,country,0.24141653211118466
TF-IDF correlation,3,George Strait,Marina Del Rey,country,Gipsy Kings,El Mauro,latin,0.24121415344831043
TF-IDF correlation,1,George Strait,Milk Cow Blues,country,Memphis Minnie,Good Morning,blues,0.3689282686352644
TF-IDF correlation,2,George Strait,Milk Cow Blues,country,Robben Ford,The Way You Treated Me (You're Gonna Be Sorry),blues,0.35902362203292676
TF-IDF correlation,3,George Strait,Milk Cow Blues,country,The Animals,Worried Life Blues,blues,0.2927506995477978
TF-IDF correlation,1,Josh Turner,Another Try,country,Boyz II Men,Amazed,r&b/soul,0.31536181254036993
TF-IDF correlation,2,Josh Turner,Another Try,country,Kristin Chenoweth,Christmas Island,jazz,0.2932249158987643
TF-IDF correlation,3,Josh Turner,Another Try,country,Death In Vegas,Killing Smile,rock,0.29296636929481235
TF-IDF correlation,1,Josh Turner,As Fast As I Could,country,Tom Petty,Square One (Album Version),rock,0.30382775997120925
TF-IDF correlation,2,Josh Turner,As Fast As I Could,country,Alabama,Keepin' Up,country,0.2468481919959265
TF-IDF correlation,3,Josh Turner,As Fast As I Could,country,Kevon Edmonds,Never Love You,r&b/soul,0.24475199224870559
TF-IDF correlation,1,Daft Punk,One More Time / Aerodynamic,electronic,Desmond Dekker,Sweet Music,reggae,0.37778298969120266
TF-IDF correlation,2,Daft Punk,One More Time / Aerodynamic,electronic,SUPREME BEINGS OF LEISURE,So Much More,electronic,0.3700890669649115
TF-IDF correlation,3,Daft Punk,One More Time / Aerodynamic,electronic,Daft Punk,One More Time (Romanthony's Unplugged),electronic,0.36860814321466967
TF-IDF correlation,1,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Daft Punk,One More Time / Aerodynamic,electronic,0.36860814321466767
TF-IDF correlation,2,Daft Punk,One More Time (Romanthony's Unplugged),electronic,K-Ci & JoJo,Baby Come Back,blues,0.32842398517619614
TF-IDF correlation,3,Daft Punk,One More Time (Romanthony's Unplugged),electronic,The Jacksons,The Hurt,pop,0.32594871803554637
TF-IDF correlation,1,Daft Punk,Touch It / Technologic,electronic,Enrique Iglesias,She Be The One,latin,0.3028105146037155
TF-IDF correlation,2,Daft Punk,Touch It / Technologic,electronic,MU330,Tune Me Out,reggae,0.2770237254065943
TF-IDF correlation,3,Daft Punk,Touch It / Technologic,electronic,T.Rex,The Street And Babe Shadow,rock,0.2738547599642303
TF-IDF correlation,1,Ke$ha,Boots &  Boys,electronic,Cass McCombs,Jonesy Boy,folk,0.326944638657557
TF-IDF correlation,2,Ke$ha,Boots &  Boys,electronic,Ledisi,Joy,r&b/soul,0.2912940001683201
TF-IDF correlation,3,Ke$ha,Boots &  Boys,electronic,Stoa,Infant Joy,classical,0.2706996601437782
TF-IDF correlation,1,Ke$ha,Animal,electronic,Modern English,A Viable Commercial,punk,0.36537918714213374
TF-IDF correlation,2,Ke$ha,Animal,electronic,Big Bad Voodoo Daddy,Sleep Tight,jazz,0.3534631624657153
TF-IDF correlation,3,Ke$ha,Animal,electronic,Simon & Garfunkel,The 59th Street Bridge Song (Feelin' Groovy),folk,0.2723949866403345
TF-IDF correlation,1,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Kevin Devine,It's Only Your Life,folk,0.2920170971302629
TF-IDF correlation,2,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Swans,Time Is Money (Bastard),electronic,0.28802786247302087
TF-IDF correlation,3,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Yeah Yeah Yeahs,Dudley,rock,0.27618977695337504
TF-IDF correlation,1,Owl City,Captains and Cruise Ships,electronic,Katie Melua,faraway voice,jazz,0.3276928843523976
TF-IDF correlation,2,Owl City,Captains and Cruise Ships,electronic,The Kovenant,Spaceman,metal,0.25433714882641945
TF-IDF correlation,3,Owl City,Captains and Cruise Ships,electronic,Minnie Driver,Mary,country,0.2338521247211936
